Date,ITK,sti,spy,Google Trends Index,Unemployment,Public Holiday,Rainfall,Temperature,COVID Cases,,,,
3/1/2017,5,2898.969971,225.240005,84,3.2,0,0.6,26.4,0,,,,
4/1/2017,11,2921.310059,226.580002,41,3.2,0,2.8,26.6,0,,,,
5/1/2017,6,2954.139893,226.399994,0,3.2,0,0.6,28,0,,,,
6/1/2017,13,2962.629883,227.210007,0,3.2,0,0,28.3,0,,,,
9/1/2017,16,2981.540039,226.460007,40,3.2,0,0,28.4,0,,,,
10/1/2017,11,3006.02002,226.460007,0,3.2,0,3,27.9,0,,,,
11/1/2017,10,3000.939941,227.100006,0,3.2,0,26.4,26.7,0,,,,
12/1/2017,12,2993,226.529999,41,3.2,0,0,28,0,,,,
13/1/2017,12,3025.070068,227.050003,42,3.2,0,0,27.1,0,,,,
14/1/2017,5,3025.070068,227.050003,0,3.2,0,0.4,27.5,0,,,,
16/1/2017,4,3013.120117,227.050003,0,3.2,0,3,26.9,0,,,,
17/1/2017,8,3012.77002,226.25,0,3.2,0,0,27.1,0,,,,
18/1/2017,13,3000.219971,226.75,40,3.2,0,6,26.5,0,,,,
19/1/2017,10,3008.219971,225.910004,40,3.2,0,16.6,26.6,0,,,,
20/1/2017,11,3011.080078,226.740005,0,3.2,0,4.6,26.3,0,,,,
21/1/2017,1,3011.080078,226.740005,48,3.2,0,5.6,26.9,0,,,,
23/1/2017,6,3025.47998,226.149994,0,3.2,0,60.6,25.1,0,,,,
24/1/2017,18,3041.949951,227.600006,0,3.2,0,17.4,24,0,,,,
25/1/2017,9,3039.939941,229.570007,42,3.2,0,0,26,0,,,,
26/1/2017,10,3051.780029,229.330002,0,3.2,0,1.8,27,0,,,,
27/1/2017,7,3064.850098,228.970001,0,3.2,0,0,27.4,0,,,,
31/1/2017,7,3046.800049,227.529999,42,3.2,0,0,26.8,0,,,,
1/2/2017,17,3067.48999,227.619995,0,3.2,0,0,26.9,0,,,,
2/2/2017,15,3044.080078,227.770004,0,3.2,0,1.4,27.1,0,,,,
3/2/2017,11,3041.939941,229.339996,54,3.2,0,25.4,27.2,0,,,,
4/2/2017,4,3041.939941,229.339996,0,3.2,0,15,26.7,0,,,,
6/2/2017,15,3056.909912,228.929993,50,3.2,0,5.4,27.2,0,,,,
7/2/2017,10,3071.639893,228.940002,25,3.2,0,21,25.8,0,,,,
8/2/2017,17,3066.530029,229.240005,0,3.2,0,4.6,26.4,0,,,,
9/2/2017,7,3079.959961,230.600006,0,3.2,0,0,27.5,0,,,,
10/2/2017,19,3100.389893,231.509995,50,3.2,0,0,27.4,0,,,,
11/2/2017,2,3100.389893,231.509995,29,3.2,0,0,27.3,0,,,,
12/2/2017,0,3100.389893,231.509995,0,3.2,0,5.2,26.3,0,,,,
13/2/2017,11,3111.629883,232.770004,24,3.2,0,1.6,26.6,0,,,,
14/2/2017,16,3072.469971,233.699997,100,3.2,0,0.2,26.6,0,,,,
15/2/2017,5,3088.47998,234.919998,0,3.2,0,16.4,25.7,0,,,,
16/2/2017,14,3096.689941,234.720001,0,3.2,0,0.8,26.6,0,,,,
17/2/2017,14,3107.649902,235.089996,77,3.2,0,0,27.1,0,,,,
20/2/2017,12,3096.689941,235.089996,50,3.2,0,0,27.6,0,,,,
21/2/2017,6,3094.189941,236.490005,25,3.2,0,0,27.8,0,,,,
22/2/2017,8,3122.199951,236.279999,125,3.2,0,0,27.5,0,,,,
23/2/2017,7,3137.570068,236.440002,50,3.2,0,3.6,27.1,0,,,,
24/2/2017,23,3117.030029,236.740005,78,3.2,0,31.2,25.1,0,,,,
25/2/2017,2,3117.030029,236.740005,0,3.2,0,0,26.9,0,,,,
27/2/2017,17,3108.620117,237.110001,0,3.2,0,0,27.3,0,,,,
28/2/2017,8,3096.610107,236.470001,0,3.2,0,4,27.1,0,,,,
1/3/2017,16,3122.77002,239.779999,0,3.2,0,22,25.2,0,,,,
2/3/2017,17,3136.47998,238.270004,42,3.2,0,0.4,26.9,0,,,,
3/3/2017,16,3122.340088,238.419998,0,3.2,0,10.4,26.6,0,,,,
4/3/2017,2,3122.340088,238.419998,0,3.2,0,14.6,25.6,0,,,,
6/3/2017,14,3121.51001,237.710007,41,3.2,0,0,27.2,0,,,,
7/3/2017,7,3130.439941,237,0,3.2,0,0,27.1,0,,,,
8/3/2017,12,3145.290039,236.559998,86,3.2,0,0,27.3,0,,,,
9/3/2017,10,3118.840088,236.860001,86,3.2,0,0,27.1,0,,,,
10/3/2017,19,3133.350098,237.690002,88,3.2,0,0,27,0,,,,
11/3/2017,2,3133.350098,237.690002,52,3.2,0,0,27.7,0,,,,
12/3/2017,1,3133.350098,237.690002,50,3.2,0,0,26.8,0,,,,
13/3/2017,8,3147.149902,237.809998,39,3.2,0,0,27.7,0,,,,
14/3/2017,12,3143.399902,236.899994,42,3.2,0,0,26.9,0,,,,
15/3/2017,9,3137.429932,238.949997,0,3.2,0,0,28.6,0,,,,
16/3/2017,17,3163.52002,238.479996,43,3.2,0,0,28.2,0,,,,
17/3/2017,2,3169.379883,237.029999,43,3.2,0,0,27.3,0,,,,
18/3/2017,1,3169.379883,237.029999,50,3.2,0,0,28.4,0,,,,
20/3/2017,21,3165.699951,236.770004,0,3.2,0,21.4,26.7,0,,,,
21/3/2017,15,3158.570068,233.729996,43,3.2,0,0,27.7,0,,,,
22/3/2017,15,3118.189941,234.279999,0,3.2,0,0.4,28,0,,,,
23/3/2017,5,3126.929932,234.029999,85,3.2,0,0,28.7,0,,,,
24/3/2017,13,3142.899902,233.860001,0,3.2,0,0,28.2,0,,,,
25/3/2017,3,3142.899902,233.860001,102,3.2,0,0,28.1,0,,,,
27/3/2017,5,3126.879883,233.619995,84,3.2,0,5,28.5,0,,,,
28/3/2017,16,3157.820068,235.320007,43,3.2,0,30.2,26.4,0,,,,
29/3/2017,12,3184.570068,235.539993,129,3.2,0,2.4,26.9,0,,,,
30/3/2017,8,3173.23999,236.289993,85,3.2,0,19.2,25.6,0,,,,
31/3/2017,11,3175.110107,235.740005,0,3.2,0,10.6,27.1,0,,,,
1/4/2017,3,3175.110107,235.740005,0,3.1,0,7.6,26.4,0,,,,
3/4/2017,13,3187.51001,235.330002,0,3.1,0,1.4,27.5,0,,,,
4/4/2017,14,3179.060059,235.479996,87,3.1,0,2.2,28.6,0,,,,
5/4/2017,13,3176.550049,234.779999,0,3.1,0,0,29,0,,,,
6/4/2017,17,3175.590088,235.440002,172,3.1,0,0.6,28.6,0,,,,
7/4/2017,12,3177.27002,235.199997,88,3.1,0,37.8,27.5,0,,,,
8/4/2017,2,3177.27002,235.199997,0,3.1,0,1.6,26.8,0,,,,
10/4/2017,8,3181.449951,235.339996,0,3.1,0,0,27.3,0,,,,
11/4/2017,5,3174.75,235.059998,85,3.1,0,11.8,28.4,0,,,,
12/4/2017,9,3186.01001,234.029999,85,3.1,0,22,27.7,0,,,,
13/4/2017,9,3169.23999,232.509995,0,3.1,0,0.6,27,0,,,,
14/4/2017,1,3169.23999,232.509995,99,3.1,1,0.2,27.9,0,,,,
15/4/2017,4,3169.23999,232.509995,0,3.1,0,0,28.6,0,,,,
17/4/2017,22,3138.300049,234.570007,84,3.1,0,0,29.1,0,,,,
18/4/2017,6,3137.540039,233.869995,84,3.1,0,11.6,27.4,0,,,,
19/4/2017,11,3126.280029,233.440002,0,3.1,0,0.2,28,0,,,,
20/4/2017,21,3137.879883,235.339996,0,3.1,0,0,28.1,0,,,,
21/4/2017,15,3139.830078,234.589996,0,3.1,0,18,27.8,0,,,,
22/4/2017,5,3139.830078,234.589996,99,3.1,0,0.4,28.2,0,,,,
24/4/2017,11,3144.030029,237.169998,83,3.1,0,30.4,27.6,0,,,,
25/4/2017,11,3163.929932,238.550003,83,3.1,0,2.4,26.9,0,,,,
26/4/2017,12,3173.76001,238.399994,0,3.1,0,2.2,27.2,0,,,,
27/4/2017,9,3171.360107,238.600006,85,3.1,0,0.2,28,0,,,,
28/4/2017,9,3175.439941,238.080002,0,3.1,0,42.8,26.8,0,,,,
29/4/2017,7,3175.439941,238.080002,0,3.1,0,0,27.5,0,,,,
30/4/2017,0,3175.439941,238.080002,0,3.1,0,0,28.6,0,,,,
1/5/2017,1,3175.439941,238.679993,0,3.1,1,0,28.9,0,,,,
2/5/2017,14,3211.110107,238.770004,0,3.1,0,0,28.2,0,,,,
3/5/2017,6,3237.810059,238.479996,47,3.1,0,0,29,0,,,,
4/5/2017,16,3228.620117,238.759995,0,3.1,0,2.4,28.8,0,,,,
5/5/2017,8,3229.72998,239.699997,0,3.1,0,8,28.4,0,,,,
6/5/2017,3,3229.72998,239.699997,0,3.1,0,8,28.1,0,,,,
8/5/2017,20,3236.97998,239.660004,0,3.1,0,0,28.4,0,,,,
9/5/2017,13,3249.969971,239.440002,47,3.1,0,0,29.6,0,,,,
11/5/2017,14,3271.110107,239.380005,93,3.1,0,0,28.1,0,,,,
12/5/2017,12,3255.290039,238.979996,0,3.1,0,0.8,28.2,0,,,,
13/5/2017,3,3255.290039,238.979996,110,3.1,0,0,28.6,0,,,,
14/5/2017,0,3255.290039,238.979996,0,3.1,0,0,29.2,0,,,,
15/5/2017,17,3264.209961,240.300003,48,3.1,0,0.6,28.3,0,,,,
16/5/2017,12,3227.709961,240.080002,102,3.1,0,4,28.7,0,,,,
17/5/2017,17,3224.100098,235.820007,0,3.1,0,0,29.7,0,,,,
18/5/2017,12,3221.659912,236.770004,102,3.1,0,4,29,0,,,,
19/5/2017,16,3216.919922,238.309998,53,3.1,0,0,29.1,0,,,,
22/5/2017,18,3213.570068,239.520004,100,3.1,0,9.8,28.1,0,,,,
23/5/2017,14,3222.689941,240.050003,0,3.1,0,0,29.4,0,,,,
24/5/2017,17,3231.23999,240.610001,0,3.1,0,11,26.6,0,,,,
25/5/2017,17,3234.370117,241.759995,0,3.1,0,0,28,0,,,,
26/5/2017,7,3219.419922,241.710007,0,3.1,0,25.8,27.5,0,,,,
27/5/2017,3,3219.419922,241.710007,0,3.1,0,0,28.2,0,,,,
29/5/2017,13,3214.550049,241.710007,0,3.1,0,0,29.4,0,,,,
30/5/2017,16,3204.790039,241.5,0,3.1,0,13.8,26.7,0,,,,
31/5/2017,15,3210.820068,241.440002,0,3.1,0,44.8,28.5,0,,,,
1/6/2017,7,3235.959961,243.360001,41,3.1,0,8.2,27.6,0,,,,
2/6/2017,12,3240.01001,244.169998,0,3.1,0,0,29,0,,,,
3/6/2017,5,3240.01001,244.169998,0,3.1,0,0,29.6,0,,,,
5/6/2017,20,3238.310059,243.990005,40,3.1,0,0,29.8,0,,,,
6/6/2017,8,3235.75,243.210007,40,3.1,0,0,29.6,0,,,,
7/6/2017,12,3230.48999,243.660004,0,3.1,0,0,29.6,0,,,,
8/6/2017,18,3237.050049,243.779999,0,3.1,0,0,29.5,0,,,,
9/6/2017,9,3254.189941,243.410004,0,3.1,0,0,29.6,0,,,,
10/6/2017,4,3254.189941,243.410004,50,3.1,0,0,29,0,,,,
12/6/2017,2,3248.340088,243.360001,80,3.1,0,0,29.3,0,,,,
13/6/2017,9,3257.52002,244.550003,39,3.1,0,0.2,29.1,0,,,,
14/6/2017,4,3253.429932,244.240005,0,3.1,0,0,28.2,0,,,,
15/6/2017,12,3232.090088,243.770004,0,3.1,0,0,29.1,0,,,,
16/6/2017,8,3231.439941,242.639999,0,3.1,0,8,28.2,0,,,,
17/6/2017,3,3231.439941,242.639999,0,3.1,0,0,29,0,,,,
19/6/2017,12,3247.179932,244.660004,40,3.1,0,0,27.8,0,,,,
20/6/2017,10,3230.419922,243.009995,0,3.1,0,0,28.9,0,,,,
21/6/2017,11,3201.77002,242.949997,0,3.1,0,20.2,28.2,0,,,,
22/6/2017,15,3215.550049,242.839996,0,3.1,0,0,28.5,0,,,,
23/6/2017,14,3209.469971,243.130005,41,3.1,0,29.6,26.5,0,,,,
24/6/2017,5,3209.469971,243.130005,0,3.1,0,0,28.1,0,,,,
27/6/2017,6,3219.530029,241.330002,0,3.1,0,1.4,25.9,0,,,,
28/6/2017,5,3215.699951,243.490005,0,3.1,0,0,27.6,0,,,,
29/6/2017,23,3258.649902,241.350006,0,3.1,0,0,27.9,0,,,,
30/6/2017,12,3226.47998,241.800003,43,3.1,0,0,28.5,0,,,,
1/7/2017,5,3226.47998,241.800003,0,3.1,0,0,29.3,0,,,,
3/7/2017,16,3223.459961,242.210007,49,3.1,0,0,27.3,0,,,,
4/7/2017,12,3211.169922,242.210007,0,3.1,0,0,28.4,0,,,,
5/7/2017,9,3248.709961,242.770004,0,3.1,0,23.2,27.3,0,,,,
6/7/2017,16,3226.340088,240.550003,100,3.1,0,0,27.7,0,,,,
7/7/2017,18,3229.01001,242.110001,0,3.1,0,0,28.6,0,,,,
8/7/2017,1,3229.01001,242.110001,0,3.1,0,8.8,27.9,0,,,,
10/7/2017,26,3246.350098,242.369995,100,3.1,0,0,28.6,0,,,,
11/7/2017,19,3218.800049,242.190002,49,3.1,0,30.6,27.3,0,,,,
12/7/2017,7,3208.909912,244.009995,48,3.1,0,4.6,26.2,0,,,,
13/7/2017,7,3235.669922,244.419998,0,3.1,0,6.4,27,0,,,,
14/7/2017,17,3287.429932,245.559998,0,3.1,0,3.2,26.2,0,,,,
15/7/2017,1,3287.429932,245.559998,0,3.1,0,0,27.2,0,,,,
17/7/2017,17,3298.23999,245.529999,0,3.1,0,0,28.5,0,,,,
18/7/2017,12,3306.080078,245.660004,0,3.1,0,0,28.5,0,,,,
19/7/2017,16,3325.070068,246.990005,49,3.1,0,0,28.4,0,,,,
20/7/2017,16,3293.129883,247.100006,49,3.1,0,0,28.6,0,,,,
21/7/2017,17,3314.120117,246.880005,0,3.1,0,0,28.9,0,,,,
22/7/2017,3,3314.120117,246.880005,59,3.1,0,0,29.2,0,,,,
23/7/2017,0,3314.120117,246.880005,0,3.1,0,0,29.1,0,,,,
24/7/2017,18,3310.800049,246.820007,49,3.1,0,0,29.3,0,,,,
25/7/2017,17,3327.830078,247.419998,49,3.1,0,0,29.1,0,,,,
26/7/2017,18,3336.719971,247.429993,48,3.1,0,2.4,28.4,0,,,,
27/7/2017,10,3354.709961,247.199997,48,3.1,0,0,29.1,0,,,,
28/7/2017,7,3330.75,246.910004,102,3.1,0,0,29.3,0,,,,
29/7/2017,3,3330.75,246.910004,0,3.1,0,0,29.3,0,,,,
31/7/2017,7,3329.52002,246.770004,0,3.1,0,0,29.1,0,,,,
1/8/2017,3,3338.199951,247.320007,0,3.1,0,1.6,29.2,0,,,,
2/8/2017,15,3348.800049,247.440002,0,3.1,0,0,29.3,0,,,,
3/8/2017,3,3342.919922,246.960007,170,3.1,0,0,29.2,0,,,,
4/8/2017,12,3326.52002,247.410004,88,3.1,0,0,29.3,0,,,,
5/8/2017,4,3326.52002,247.410004,0,3.1,0,0,29.5,0,,,,
7/8/2017,10,3320.669922,247.869995,0,3.1,0,7.2,28.4,0,,,,
8/8/2017,5,3318.080078,247.259995,0,3.1,0,7,27.5,0,,,,
10/8/2017,15,3323.23999,243.759995,0,3.1,0,0,28.3,0,,,,
11/8/2017,14,3279.719971,244.119995,89,3.1,0,1.2,27.4,0,,,,
12/8/2017,9,3279.719971,244.119995,0,3.1,0,3,27,0,,,,
14/8/2017,19,3308.689941,246.539993,0,3.1,0,0.2,27.8,0,,,,
15/8/2017,15,3294.929932,246.509995,0,3.1,0,0.2,27.3,0,,,,
16/8/2017,16,3278.949951,246.940002,0,3.1,0,0,28.1,0,,,,
17/8/2017,19,3268.879883,243.089996,83,3.1,0,14,27.3,0,,,,
18/8/2017,28,3251.98999,242.710007,0,3.1,0,29.4,27.3,0,,,,
19/8/2017,5,3251.98999,242.710007,0,3.1,0,4.8,28.1,0,,,,
21/8/2017,16,3246.98999,242.899994,0,3.1,0,0,28.8,0,,,,
22/8/2017,24,3263.790039,245.440002,84,3.1,0,5.2,27.2,0,,,,
23/8/2017,14,3260.050049,244.559998,0,3.1,0,0,29,0,,,,
24/8/2017,12,3272.159912,243.990005,0,3.1,0,0,28.8,0,,,,
25/8/2017,19,3259.570068,244.559998,0,3.1,0,1.2,27.8,0,,,,
28/8/2017,29,3267.620117,244.570007,0,3.1,0,3.2,28.1,0,,,,
29/8/2017,24,3249.340088,244.850006,0,3.1,0,0.6,26.7,0,,,,
30/8/2017,28,3265.26001,246.009995,0,3.1,0,0.6,27.7,0,,,,
31/8/2017,18,3277.26001,247.490005,0,3.1,0,0,28.4,0,,,,
1/9/2017,1,3277.26001,247.839996,0,3.1,1,0,29,0,,,,
2/9/2017,6,3277.26001,247.839996,0,3.1,0,0,29,0,,,,
4/9/2017,10,3230.969971,247.839996,0,3.1,0,0.4,28.6,0,,,,
5/9/2017,15,3251.26001,246.059998,86,3.1,0,10.4,28.2,0,,,,
6/9/2017,11,3232.469971,246.899994,0,3.1,0,20.2,26.6,0,,,,
7/9/2017,4,3228.060059,246.869995,0,3.1,0,0,28,0,,,,
8/9/2017,15,3228.560059,246.580002,43,3.1,0,0,27.9,0,,,,
9/9/2017,3,3228.560059,246.580002,100,3.1,0,2.6,27.9,0,,,,
11/9/2017,17,3228.51001,249.210007,0,3.1,0,14,26.9,0,,,,
12/9/2017,9,3235.689941,250.050003,41,3.1,0,0,28.4,0,,,,
13/9/2017,12,3230.360107,250.169998,0,3.1,0,0,29.1,0,,,,
14/9/2017,23,3220.949951,250.089996,0,3.1,0,0,28.7,0,,,,
15/9/2017,9,3209.560059,249.190002,0,3.1,0,0,28.3,0,,,,
16/9/2017,4,3209.560059,249.190002,0,3.1,0,19.2,27.7,0,,,,
18/9/2017,10,3241.850098,249.720001,41,3.1,0,16.8,26.9,0,,,,
19/9/2017,14,3225.949951,249.970001,0,3.1,0,3.8,26.3,0,,,,
20/9/2017,17,3218.070068,250.059998,42,3.1,0,4,27,0,,,,
21/9/2017,8,3213.820068,249.389999,0,3.1,0,3.2,26.8,0,,,,
22/9/2017,17,3220.25,249.440002,0,3.1,0,0,28.7,0,,,,
23/9/2017,3,3220.25,249.440002,49,3.1,0,8.8,28.8,0,,,,
25/9/2017,18,3215.909912,248.929993,0,3.1,0,0,28.9,0,,,,
26/9/2017,10,3212.040039,249.080002,0,3.1,0,1,27.6,0,,,,
27/9/2017,20,3236.149902,250.050003,42,3.1,0,1.8,27.2,0,,,,
28/9/2017,13,3227.139893,250.350006,41,3.1,0,0.2,28,0,,,,
29/9/2017,13,3219.909912,251.229996,43,3.1,0,8.4,27.5,0,,,,
30/9/2017,6,3219.909912,251.229996,0,3.1,0,0.4,27.8,0,,,,
2/10/2017,16,3262.100098,252.320007,0,2.9,0,0.2,27.9,0,,,,
3/10/2017,12,3246.080078,252.860001,0,2.9,0,3.2,27.3,0,,,,
4/10/2017,8,3236.649902,253.160004,82,2.9,0,7.8,26,0,,,,
5/10/2017,8,3261.840088,254.660004,0,2.9,0,0.2,27.8,0,,,,
6/10/2017,15,3291.290039,254.369995,0,2.9,0,0,28.6,0,,,,
7/10/2017,1,3291.290039,254.369995,100,2.9,0,2,27.8,0,,,,
9/10/2017,12,3291.560059,253.949997,0,2.9,0,31.4,27.8,0,,,,
10/10/2017,12,3288.949951,254.619995,81,2.9,0,7,27.6,0,,,,
11/10/2017,10,3280.280029,255.020004,82,2.9,0,2.2,28.2,0,,,,
12/10/2017,17,3303.090088,254.639999,0,2.9,0,11.6,27.3,0,,,,
13/10/2017,13,3319.110107,254.949997,0,2.9,0,1,27.2,0,,,,
14/10/2017,3,3319.110107,254.949997,0,2.9,0,0,29.2,0,,,,
16/10/2017,15,3323.060059,255.289993,0,2.9,0,0,28.5,0,,,,
17/10/2017,10,3329.030029,255.470001,84,2.9,0,0.2,29.7,0,,,,
19/10/2017,16,3334.909912,255.789993,84,2.9,0,0,29.7,0,,,,
20/10/2017,6,3340.72998,257.109985,0,2.9,0,0,29.3,0,,,,
21/10/2017,1,3340.72998,257.109985,0,2.9,0,0.2,28.9,0,,,,
23/10/2017,20,3349.800049,256.109985,0,2.9,0,0,28,0,,,,
24/10/2017,4,3334.669922,256.559998,0,2.9,0,8.2,27.7,0,,,,
25/10/2017,8,3343.879883,255.289993,0,2.9,0,0.8,27.6,0,,,,
26/10/2017,7,3356.25,255.619995,82,2.9,0,10.6,27.5,0,,,,
27/10/2017,20,3386.439941,257.709991,0,2.9,0,4,26.6,0,,,,
30/10/2017,10,3375.969971,256.75,0,2.9,0,0,26.8,0,,,,
31/10/2017,21,3374.080078,257.149994,0,2.9,0,3.4,25.9,0,,,,
1/11/2017,24,3391.610107,257.48999,0,2.9,0,0.6,27.3,0,,,,
2/11/2017,11,3380.5,257.589996,49,2.9,0,0,27.7,0,,,,
3/11/2017,11,3382.310059,258.450012,100,2.9,0,1.4,28.1,0,,,,
4/11/2017,3,3382.310059,258.450012,0,2.9,0,6.4,27.5,0,,,,
6/11/2017,6,3381.850098,258.850006,0,2.9,0,42.6,26.4,0,,,,
7/11/2017,17,3413.100098,258.670013,0,2.9,0,1.8,26.6,0,,,,
8/11/2017,17,3421.25,259.109985,0,2.9,0,0.2,27.4,0,,,,
9/11/2017,13,3423.909912,258.170013,96,2.9,0,33.2,26.2,0,,,,
10/11/2017,12,3420.100098,258.089996,50,2.9,0,21.8,25.7,0,,,,
11/11/2017,3,3420.100098,258.089996,0,2.9,0,10.6,25.8,0,,,,
13/11/2017,6,3419.129883,258.329987,96,2.9,0,4.2,27.6,0,,,,
14/11/2017,21,3399.090088,257.730011,0,2.9,0,45,25.8,0,,,,
15/11/2017,13,3368.699951,256.440002,0,2.9,0,0,27.3,0,,,,
16/11/2017,17,3341.300049,258.619995,49,2.9,0,18,27.9,0,,,,
17/11/2017,11,3382.379883,257.859985,102,2.9,0,3.2,26.9,0,,,,
18/11/2017,2,3382.379883,257.859985,0,2.9,0,11.4,27.5,0,,,,
20/11/2017,4,3386.590088,258.299988,96,2.9,0,11.2,27.1,0,,,,
21/11/2017,9,3423.379883,259.98999,98,2.9,0,13.8,25.8,0,,,,
22/11/2017,15,3430.02002,259.76001,0,2.9,0,0,27.9,0,,,,
23/11/2017,22,3423.169922,259.76001,48,2.9,0,6.2,26.5,0,,,,
24/11/2017,7,3442.149902,260.359985,100,2.9,0,1,26.4,0,,,,
25/11/2017,2,3442.149902,260.359985,0,2.9,0,0,28,0,,,,
26/11/2017,1,3442.149902,260.359985,0,2.9,0,0,27.1,0,,,,
27/11/2017,12,3436.360107,260.230011,96,2.9,0,3.4,26,0,,,,
28/11/2017,12,3442.350098,262.869995,49,2.9,0,0.4,27.3,0,,,,
29/11/2017,13,3438.98999,262.709991,50,2.9,0,14,27.2,0,,,,
30/11/2017,11,3433.540039,265.01001,50,2.9,0,0,27.9,0,,,,
1/12/2017,17,3449.540039,264.459991,0,2.9,0,0,28,0,,,,
2/12/2017,3,3449.540039,264.459991,98,2.9,0,1,28.1,0,,,,
3/12/2017,1,3449.540039,264.459991,100,2.9,0,0.6,28.3,0,,,,
4/12/2017,8,3438.469971,264.140015,0,2.9,0,14,27,0,,,,
5/12/2017,17,3438.060059,263.190002,0,2.9,0,3.2,27.7,0,,,,
6/12/2017,8,3397.209961,263.23999,166,2.9,0,3.6,27.8,0,,,,
7/12/2017,12,3388.139893,264.070007,0,2.9,0,32.4,26.4,0,,,,
8/12/2017,18,3424.639893,265.51001,87,2.9,0,0,26.9,0,,,,
9/12/2017,5,3424.639893,265.51001,0,2.9,0,0.6,26,0,,,,
10/12/2017,1,3424.639893,265.51001,0,2.9,0,8.6,27.5,0,,,,
